formaWlasnosci_Symbol,pkdKod,wsk_liczba_dni_istnienia,Aktywa,Wartosci_niematerialne_prawne,Aktywa_obrotowe,Naleznosci_krotkoterminowe,Inwestycje_krotkoterminowe,Srodki_pieniezne,Kapital_wlasny,Kapital_podstawowy,Zysk_netto,Zobowiazania_rezerwy,Kredyty_pozyczki_dlugie,wsk_kapital_do_aktywa,zysk_sprzedazy,koszty_operacyjne_pozostale,zysk_operacyjny,wsk_stopa_marzy_brutto,wsk_rent_operacyjna,wsk_s_ROA,wsk_rent_operacyjna_aktywow,wsk_ROE,wsk_s_ROE,wsk_mnoznik_kap_wl,wsk_zwrot_aktywa_trwale,wsk_rent_kaptial_podstawowy,wsk_akt_generowania_got_1,wsk_ebitda_3,wsk_marza_ebitda_3,wsk_ebitda_aktywa_2,wsk_ebitda_aktywa_3,wsk_zwrot_aktywa_mat,wsk_zysk_op_zobowiazania,wsk_sprzedaz_kap_obrotowy,wsk_koszty_przychody,wsk_rent_kapitalu,wsk_stopa_zysku_sprzedaz,wsk_pokrycie_wyd_fin_gotowkowe_1,wsk_pokrycie_aktywow_tr_kapitalem_st,wsk_pokrycie_zob_kr_gotowkowe_1,wsk_zysk_operacyjny_zob_1,wsk_zysk_operacyjny_zob_2,wsk_udzial_kap_wlasnego_aktywa_1,wsk_udzial_kap_wlasnego_aktywa_2,wsk_ogolnego_zadluzenia_1,wsk_ogolnego_zadluzenia_2,wsk_pokrycie_aktywow_kap_stalym,wsk_zadluzenie_kap_wlasnego,wsk_zadluzenia_krotkie,wsk_ROE_brutto,wsk_efekt_dzwigni_fin_2,wsk_ebitda_koszty_odsetkowe_1,wsk_ebitda_koszty_odsetkowe_2,wsk_ebitda_koszty_odsetkowe_3,wsk_ebitda_koszty_finansowe_2,wsk_ebitda_koszty_finansowe_3,wsk_ebitda_zobowiazan_odsetki_1,wsk_ebitda_zobowiazan_odsetki_3,wsk_ebitda_zobowiazan_odsetki_4,wsk_ebitda_zobowiazan_1,wsk_ebitda_zobowiazan_3,wsk_rotacja_aktywow_2,wsk_rotacja_naleznosci,wsk_rotacja_naleznosci_dostaw_uslug,wsk_cykl_operacyjny,wsk_poziom_kosztow_operacyjnych,wsk_obrotowsci_naleznosci,wsk_rotacja_zobowiazan_dostaw_uslug,wsk_cykl_konwersji_gotowki,wsk_plynnosc_biez_2,wsk_plynnosc_biez_3,wsk_plynnosc_szybka_1,wsk_plynnosc_szybka_2,wsk_poziom_kapitalu_obrotowego_netto,wsk_udzial_kapitalu_obrotowego_netto,wsk_udzial_zob_biez_sprzedaz_2,wsk_udzial_zob_biez_aktywa_1,wsk_udzial_zob_biez_aktywa_2,wsk_udzial_zapasy_kap_obrotowy,wsk_udzial_kap_obrotowego_w_fin,wsk_zysk_ebitda_1,wsk_zysk_ebitda_2,wsk_zysk_ebitda_3,wsk_obrotowosc_gotowkowa,wsk_struktura_majatku,wsk_struktury_kapitalu,wsk_zast_kapitalu_wlasnego,wsk_zast_kapitalu_podstawowego,wsk_zast_kapitalu_stalego,wsk_zast_kapitalu_obcego,wsk_sytuacji_fin,wsk_struktura_kap_wlasnego_1,wsk_struktura_kap_wlasnego_s_1,wsk_struktura_kap_wlasnego_s_2,wsk_zadluzenia,wsk_zob_dlugoterminowe_aktywa_rzeczowe,wsk_struktura_kap_obcego_s,wsk_zob_s_aktywa_rzeczowe,wsk_fin_majatku_kapitalem,default
216.0,2120.0,4290.0,7074579.75,16802.065000000002,6856210.3,509113.7,6347096.6,6347096.6,6277443.79,50500.0,88753.06,797135.96,284646.75,0.8873239134805145,114285.25,1534.55,112751.86,0.0332678855305111,0.0332678742969344,0.0125453473049052,0.0161543517832278,0.0141384077610354,0.0141384077610354,1.1269841653173926,7.973287981218001,1.7574863366336633,0.025914009945255,184059.58,0.0535788567486527,0.0260170337326397,0.0260170337326397,0.0159376053397376,0.1414462095023288,0.5669682029351039,0.9673909793020876,-49.320371855780415,0.0326090206979124,251.53423886945188,32.397296187722226,0.2299867766597808,0.1414462095023288,0.0707231047511644,0.8873239134805145,0.8747785661756093,0.1126760865194854,0.1126760865194854,28.74689563947704,0.1269841653173926,0.1269841653173926,0.0178453226739287,0.7871538438478974,1840.5958,1840.5958,1840.5958,252.53423886945188,252.53423886945188,1840.5958,1840.5958,1840.5958,0.2309011125279055,0.2309011125279055,0.4855839656058722,53.944998246719166,35.33560206513284,53.944998246719166,0.9673909793020876,6.747613529158614,8.205213963559872,138.4084451439384,8.6010550822472,4.764777628581896,8.6010550822472,16.563431538077893,6059074.34,0.8564571400866603,-1.763767341489628,0.1126760865194854,-0.7844933319184082,0.0,11.901220375723536,0.4821974493259193,0.4821974493259193,0.4821974493259193,0.5412399883751573,0.0318498763084907,7.874997622739288,28.74689563947704,0.2312594550199215,28.74689563947704,0.1162648059380559,247.25363283875384,0.8873239134805145,0.8873239134805145,8.628988575199298,0.1269841653173926,0.0,0.1126760865194854,-0.7844933319184082,0.8837351940619441,0
214.0,7022.0,3548.0,63586.28,16802.065000000002,63586.28,17907.6,45678.68,45678.68,60310.78,5000.0,21390.77,3275.5,284646.75,0.9484873151881192,23507.91,1.14,23506.77,0.4707230676812174,0.4707230676812174,0.3364054321152299,0.3697009795194813,0.3546757312705954,0.3546757312705954,1.054310357120236,235.0677,4.278154,0.3696830511236071,23506.77,0.470700240288346,0.3696830511236071,0.3696830511236071,0.3696830511236071,7.176544039078004,0.8280443396686298,0.529299759711654,3.4130439239753696,0.470700240288346,235.0677,635.8628,7.176544039078004,7.176544039078004,3.588272019539002,0.9484873151881192,0.6120818830728892,0.0515126848118808,0.0515126848118808,603.1078,0.0543103571202362,0.0543103571202362,0.3897606696514288,0.9099833792562738,235.0677,235.0677,235.0677,235.0677,235.0677,235.0677,235.0677,235.0677,7.176544039078004,7.176544039078004,0.7853895525890177,130.5239567480977,130.5239567480977,130.5239567480977,0.529299759711654,2.7887600795193106,1.344773728474169,154.39824589507407,19.41269424515341,19.41269424515341,19.41269424515341,33.35825370172493,60310.78,0.9484873151881192,-1.2076647977573087,0.0515126848118808,-0.6668605239998314,0.0,3.3678873774263445,0.9099833792562738,0.9099833792562738,0.9099833792562738,1.093289035497523,0.0,18.41269424515341,603.1078,50.0,603.1078,0.0515126848118808,0.1841269424515341,0.9484873151881192,0.9484873151881192,3.3678873774263445,0.0543103571202362,0.0,0.0515126848118808,-0.6668605239998314,0.9484873151881192,0
214.0,3311.0,2711.0,25575.05,16802.065000000002,25575.05,0.0,0.0,0.0,25575.05,30000.0,0.0,0.0,284646.75,1.0,1677.76,0.0,2677.76,5.308023285244242,1.2748161206005717,0.0,0.0656014357743191,0.0,0.0,1.0,26.777600000000003,0.0,0.0,2677.76,8.471779296380664,0.0,0.1047020435932676,0.1047020435932676,26.777600000000003,0.0123589201194132,4.308023285244242,0.0123589201194132,-3.3080232852442424,0.0,255.7505,0.0,26.777600000000003,26.777600000000003,1.0,1.0,0.0,0.0,255.7505,0.0,0.0,0.0,0.0,0.0,0.0,26.777600000000003,0.0,26.777600000000003,0.0,26.777600000000003,26.777600000000003,0.0,26.777600000000003,0.0123589201194132,0.0,0.0,0.0,4.308023285244242,3.1608,0.0,0.0,255.7505,255.7505,255.7505,255.7505,25575.05,1.0,-80.91321817261453,0.0,0.0,0.0,255.7505,0.0,0.0,0.0,3.1608,0.0,255.7505,255.7505,300.0,255.7505,0.0,2.557505,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
215.0,7120.0,10940.0,1276886.46,16802.065000000002,1160897.96,740715.47,418501.47,418501.47,933300.58,50000.0,288240.15,343585.88,284646.75,0.7309190043412317,202044.86,15282.61,358125.77,0.0451894820821024,0.0435214245182033,0.2266108657773691,0.1582324398678329,0.3088395702057744,0.3088395702057744,1.368140647678586,3.8496846624593,5.764803000000001,0.3047497034309535,390467.39,0.0873321851595249,0.3089624664044131,0.3057964840507433,0.2804679830342942,1.0423180661556872,5.470443346438731,0.9586789679510032,8.685056642774693,0.0413210320489967,193.2647134782911,11.008733279592374,1.132557513713893,1.0423180661556872,0.5211590330778436,0.7309190043412317,0.5051822931852531,0.2690809956587683,0.2690809956587683,8.046492367777839,0.368140647678586,0.368140647678586,0.3822875048465094,0.804857327078138,194.2647134782912,195.9363434088584,193.92855581933588,195.9363434088584,193.92855581933588,194.2647134782912,3904.6739,3904.6739,1.1384176497590648,1.1364477201449603,3.501532493343221,60.30347735279376,60.12339296505392,60.368607330276525,0.9586789679510032,6.03613615630304,14.792505292196486,88.34078311502113,3.3787708621786203,3.349220864093,3.373878286267177,4.596811225187717,817312.08,0.6400820320390899,-0.1828005404079364,0.2690809956587683,-0.058670517972287,0.0009788182746546,1.102218514739821,0.7369152550198682,0.7306282662195702,0.7381926311439222,10.683497551394504,0.0999127434076979,2.716353128364879,8.046492367777839,0.4310772188622148,8.046492367777839,0.2959656161339107,27.187253954990418,0.7309190043412317,0.7309190043412317,1.087275046596516,0.368140647678586,0.0,0.2690809956587683,-0.058670517972287,0.7040343838660893,0
215.0,4110.0,3782.0,13159950.15,16802.065000000002,13066798.15,181569.67,1923764.93,1923764.93,4748337.25,4976000.0,-214985.14,8411612.9,667121.75,0.3608172672295419,-180418.42,23458.36,-198322.57,-0.0377561013055754,-0.0377122672951191,-0.0163314827070222,-0.013709658315081,-0.0452758784140701,-0.0452758784140701,2.77148598701577,-1983.2257,-0.0432044091639871,-0.0150761315763798,-198322.57,-0.0415028966781888,-0.0150701611890224,-0.0150701611890224,-0.0150701611890224,-0.025925478874757,0.8821214261244071,1.0426816666303478,1.6917688869796754,-0.0426816666303478,-2525.1513300241827,149.4530047664033,-0.0259357498432866,-0.025925478874757,-0.0123478301187847,0.3608172672295419,0.3771535859503236,0.6391827327704581,0.6391827327704581,50.97407731449674,1.7714859870157706,1.6110306297220147,-0.0417832874023427,1.0840175175220854,-2524.1513300241827,-2524.1513300241827,-2524.1513300241827,-2524.1513300241827,-2524.1513300241827,-2524.1513300241827,-0.0350806979677862,-0.0387194734844596,-0.0235772345158679,-0.0235772345158679,0.3631110692315198,13.86891339535655,0.2120457365453572,851.0871440883152,1.0426816666303478,26.31785126888208,2.370893411748934,1435.3987149842603,1.7081414354328872,1.7081414354328872,0.2752173274912433,1.9596232867053545,5417081.4,0.4116338844946157,-1.1336307796008214,0.5812876692393854,0.4351043700572072,2.023364766126645,0.4861725822418996,1.0840175175220854,1.0840175175220854,1.0840175175220854,2.4839435917984014,0.0071289078572014,0.5644978325143802,50.97407731449674,53.41806939196152,59.153141102713846,0.6437394075762929,79.18433564043622,0.3608172672295419,0.3608172672295419,0.4225933586025382,1.7714859870157706,0.0578950635310727,0.6391827327704581,0.49299943358828,0.3562605924237071,0
214.0,1013.0,10852.0,3567760.42,16802.065000000002,2574453.7,221918.37,2208656.0,2208656.0,3382627.94,50000.0,727786.02,185132.48,284646.75,0.9481096098935926,871948.91,3094.6,881205.3700000001,0.0997166666225234,0.0995760179299774,0.1998980871871435,0.2443967103598285,0.2151540260735858,0.2151540260735858,1.05473037037588,0.9339601462175016,14.5557204,0.2788738992737634,976933.61,0.1117227878646105,0.2804704750886832,0.2738226492237391,0.2469911838979367,5.701844954891189,3.613472371279303,0.9012886552064188,7.448444227721491,0.0987113447935812,174.6700010533338,3.724821968948526,6.437864342081178,5.701844954891189,2.5942229609177043,0.9481096098935926,0.7441200101659292,0.0518903901064074,0.0518903901064074,3.5015222686944094,0.05473037037588,0.045688563076198,0.2658368097083713,0.8258983033659906,175.6700010533338,175.6700010533338,171.50619886942175,175.6700010533338,171.50619886942175,175.6700010533338,9769.3361,9769.3361,5.405056206236744,5.276943354294179,2.4509113535151554,9.237859455788742,6.764993861370517,15.227165474632738,0.9012886552064188,39.403067533345705,0.4903956542247877,21.66055471066651,16.65801905059425,15.48054905735621,15.727046930129726,30.94914175527109,2419906.29,0.6782704007910935,-0.2767421187299581,0.0433177657147729,-0.5757417394074908,0.0594565709401912,6.615422376903957,0.7273122051908064,0.7273122051908064,0.7449697835659477,3.959088477336443,0.3752427010048772,18.271391060066826,3.5015222686944094,0.0517574254515027,3.533182358303489,0.0719113651179665,48.69219577392749,0.9481096098935926,0.9481096098935926,2.488865380924889,0.05473037037588,0.0085726243916344,0.0518903901064074,-0.5671691150158564,0.9386779727287384,0
214.0,4110.0,1720.0,244320.28,16802.065000000002,244320.28,109454.27,95746.53,95746.53,134134.73,5000.0,-113475.06,110185.55,284646.75,0.5490118544395906,-97939.09,1334.97,-99274.01,-0.9757770122574034,-0.9757765261694158,-0.4173710405865612,-0.400863530444546,-0.8459782190637726,-0.8459782190637726,1.821454294499269,-992.7401,-22.695012,-0.464452070863704,-99274.01,-0.9890769545909768,-0.4063273421264907,-0.4063273421264907,-0.4063273421264907,-0.9009712253557748,0.7482801806810213,2.1305639433793004,2.614614907706013,-1.1305639433793004,-7.990610553444992,2443.2028000000005,-1.0298542776253328,-0.9009712253557748,-0.4504856126778874,0.5490118544395906,1.0134639253032949,0.4509881455604095,0.4509881455604094,1341.3473,0.8214542944992694,0.8214542944992694,-0.8459782190637726,1.1430490215918547,-6.990610553444991,-6.990610553444991,-6.990610553444991,-6.990610553444991,-6.990610553444991,-6.990610553444991,-992.7401,-992.7401,-0.9009712253557748,-0.9009712253557748,0.4108146896360793,396.9434231380658,226.92527953471523,429.66769273319335,2.1305639433793004,0.9170072579169364,204.1898130085416,829.2631529865988,2.2173531828810584,2.2173531828810584,1.862320422233224,3.0863104100310794,134134.72999999998,0.5490118544395904,-1.3363978170447928,0.4509881455604095,0.059098737116706,0.0672717647398254,1.132151226707124,1.1430490215918547,1.1430490215918547,1.1430490215918547,1.0482924028682814,0.0,1.2173531828810584,1341.3473,50.0,1341.3473,0.4509881455604095,0.0121735318288105,0.5490118544395906,0.5490118544395906,0.9028158069645548,0.8214542944992694,0.0,0.4509881455604095,0.059098737116706,0.5490118544395906,0
214.0,4110.0,2063.0,13920.0,16802.065000000002,13920.0,0.0,0.0,0.0,3920.0,0.0,0.0,10000.0,10000.0,0.2816091954022988,708.0,0.0,708.0,7.08,7.08,0.0,0.0508620689655172,0.0,0.0,3.5510204081632653,7.08,0.0,0.0,708.0,7.08,0.0,0.0508620689655172,0.0508620689655172,7.08,0.0,7.08,0.0,-7.08,0.0,239.2,0.0,7.08,0.0708,0.2816091954022988,0.2816091954022988,0.7183908045977011,0.7183908045977011,39.2,2.5510204081632653,0.0,0.0,0.0,0.0,0.0,7.08,0.0,7.08,0.0,0.0708,0.0708,0.0,0.0708,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,139.2,139.2,139.2,139.2,13920.0,1.0,-139.2,0.0,0.0,0.0,139.2,0.0,0.0,0.0,0.0,0.0,0.392,39.2,0.0,139.2,0.7183908045977011,0.00392,0.2816091954022988,0.2816091954022988,0.2816091954022988,2.5510204081632653,0.7183908045977011,0.7183908045977011,0.7183908045977011,0.2816091954022988,0
214.0,4110.0,4656.0,405325.0,16802.065000000002,0.0,0.0,0.0,0.0,405325.0,410000.0,-400.0,0.0,284646.75,1.0,-400.0,0.0,-400.0,-4.0,-4.0,-0.0009868623943748,-0.0009868623943748,-0.0009868623943748,-0.0009868623943748,1.0,-0.0009868623943748,-0.0009756097560975,-0.0009868623943748,-400.0,-4.0,-0.0009868623943748,-0.0009868623943748,-0.0009868623943748,-4.0,0.0,4.0,0.0,-4.0,-4.0,1.0,-4.0,-4.0,-4.0,1.0,1.000986862394375,0.0,0.0,1.0,0.0,0.0,-0.0009868623943748,1.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4053.25,4053.25,1.0,1.0115339542342563,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
122.0,4211.0,9603.0,5548388.69,16802.065000000002,5074413.47,3988631.19,746592.79,746592.79,4437995.88,66000.0,587977.29,1110392.81,284646.75,0.7998711207811938,479883.48,20404.84,752597.43,0.0626904596895507,0.0603784416731378,0.1060479681714584,0.0864906023734252,0.1324871193886732,0.1324871193886732,1.250201406225731,1.902694635378905,8.908746818181818,0.1348781298160998,752597.43,0.0983169473720464,0.1365083382433324,0.1356425211082318,0.1356425211082318,0.8672861241893668,1.8196914436512728,0.941156778160974,2.073685418083128,0.0588432218390259,82.73673940274382,12.217980699497328,0.86239867476937,0.8672861241893668,0.3804543763023694,0.7998711207811938,0.6938985001067038,0.2001288792188061,0.2001288792188062,9.363350008044725,0.2502014062257309,0.1955300170310207,0.1686248275651846,0.7812640152119573,239.80993813205671,239.80993813205671,238.28892076217247,83.73673940274382,83.20563115876895,239.80993813205671,7525.974300000001,7525.974300000001,0.6821021472572396,0.6777758494311577,1.379645368716949,189.66662638871725,179.2631561392528,203.530877314824,0.941156778160974,1.919156822318285,15.684341569364038,244.7945016774005,5.847705845780811,4.909135399397552,5.456827101818228,6.708072279913899,4206652.06,0.7581754442657836,-0.5495437171444111,0.1563988138689685,0.0218385240778796,0.0693095021507436,0.9828185073420124,0.776308773795113,0.776308773795113,0.7812640152119573,10.252990468873936,0.093404927052584,3.9967800944244223,9.363350008044725,0.1392477859918499,9.87525736050083,0.2188219025833541,42.78982084290221,0.7998711207811938,0.7998711207811938,0.9242366756987732,0.2502014062257309,0.0437300653498376,0.2001288792188061,0.0655685894277172,0.7811780974166459,0
