formaWlasnosci_Symbol,pkdKod,wsk_liczba_dni_istnienia,Aktywa,Aktywa_trwale,Wartosci_niematerialne_prawne,Rzeczowe_aktywa_trwale,Srodki_trwale,Naleznosci_dlugoterminowe,Inwestycje_dlugoterminowe,Rozliczenia_miedzyokresowe_dlugie,Aktywa_obrotowe,Zapasy,Naleznosci_krotkoterminowe,Naleznosci_dostaw_uslug_12m_powiazane,Naleznosci_dostaw_uslug_12m_pozostale,Inwestycje_krotkoterminowe,Srodki_pieniezne,Rozliczenia_miedzyokresowe_krotkie,Kapital_wlasny,Kapital_podstawowy,Kapital_zapasowy,Zysk_netto,Zobowiazania_rezerwy,Rezerwy_na_zobowiazania,Zobowiazania_dlugoterminowe,Kredyty_pozyczki_dlugie,Zobowiazania_krotkoterminowe,Zobowiazania_dostaw_uslug_12m_powiazane,Kredyty_pozyczki_krotkie,Zobowiazania_dostaw_uslug_12m_pozostale,Rozliczenia_miedzyokresowe_b,Inne_rozliczenia_miedzyokresowe,Inne_rozliczenia_miedzyokresowe_dlugie,Inne_rozliczenia_miedzyokresowe_krotkie,schemat_wsk_bilans,Naleznosci_dostaw_uslug_12m,Zobowiazania_dostaw_uslug_12m,Kredyty_pozyczki,wsk_kapital_do_aktywa,przychody_sprzedazy,zysk_sprzedazy,pozostale_przychody_oper,dotacje,koszty_operacyjne_pozostale,zysk_operacyjny,przychody_finansowe,przychody_odsetki,koszty_finansowe,koszty_odsetki,zysk_brutto,podatek_dochodowy,zysk_netto,koszty_operacyjne,amortyzacja,schemat_wsk_rzis,przychody,RP_przeplywy_operacyjne,RP_amortyzacja,wsk_amortyzacja,wsk_koszty_operacyjne,wsk_Zobowiazania_krotkoterminowe,wsk_Zobowiazania_dlugoterminowe,wsk_marza_brutto_1,wsk_marza_brutto_2,wsk_stopa_marzy_brutto,wsk_rent_operacyjna,wsk_ROS,wsk_ROA,wsk_s_ROA,wsk_rent_operacyjna_aktywow,wsk_ROE,wsk_s_ROE,wsk_mnoznik_kap_wl,wsk_zwrot_aktywa_trwale,wsk_rent_kaptial_podstawowy,wsk_akt_generowania_got_1,wsk_akt_generowania_got_2,wsk_rent_sprzedazy,wsk_ebit,wsk_ebitda_1,wsk_ebitda_2,wsk_ebitda_3,wsk_marza_ebitda_1,wsk_marza_ebitda_2,wsk_marza_ebitda_3,wsk_marza_ebit,wsk_ebitda_aktywa_1,wsk_ebitda_aktywa_2,wsk_ebitda_aktywa_3,wsk_zwrot_aktywa_mat,wsk_zysk_zobowiazania,wsk_zysk_op_zobowiazania,wsk_sprzedaz_kap_obrotowy,wsk_koszty_przychody,wsk_rent_kapitalu,wsk_stopa_zysku_sprzedaz,wsk_pokrycie_wyd_fin_gotowkowe_1,wsk_pokrycie_wyd_fin_gotowkowe_2,wsk_koszt_długu_1,wsk_koszt_długu_2,wsk_pokrycie_aktywow_tr_kapitalem_st,wsk_struktury_finansowania,wsk_pokrycie_zob_kr_gotowkowe_1,wsk_pokrycie_zob_kr_gotowkowe_2,wsk_zysk_operacyjny_zob_1,wsk_zysk_operacyjny_zob_2,wsk_zadluzenia_gotowki_1,wsk_zadluzenia_gotowki_2,wsk_koszty_fin_przychody,wsk_koszty_odsetki_przychody,wsk_zadluzenie_gotowka,wsk_udzial_kap_wlasnego_aktywa_1,wsk_udzial_kap_wlasnego_aktywa_2,wsk_ogolnego_zadluzenia_1,wsk_ogolnego_zadluzenia_2,wsk_pokrycie_aktywow_kap_stalym,wsk_zadluzenie_kap_wlasnego,wsk_ogolnego_zadluzenia_pozyczki,wsk_zadluzenia_pozyczki_dlugie,wsk_zadluzenia_dlugie,wsk_zadluzenia_krotkie,wsk_pokrycia_zobowiazan_rz_aktywami_trwalymi,wsk_ROE_brutto,wsk_ROA_operacyjny,wsk_efekt_dzwigni_fin_1,wsk_efekt_dzwigni_fin_2,wsk_pokrycia_odsetek_zyskiem,wsk_ebitda_koszty_odsetkowe_1,wsk_ebitda_koszty_odsetkowe_2,wsk_ebitda_koszty_odsetkowe_3,wsk_ebitda_koszty_finansowe_1,wsk_ebitda_koszty_finansowe_2,wsk_ebitda_koszty_finansowe_3,wsk_ebitda_zobowiazan_odsetki_1,wsk_ebitda_zobowiazan_odsetki_2,wsk_ebitda_zobowiazan_odsetki_3,wsk_ebitda_zobowiazan_odsetki_4,wsk_ebitda_zobowiazan_1,wsk_ebitda_zobowiazan_2,wsk_ebitda_zobowiazan_3,wsk_rotacja_aktywow_1,wsk_rotacja_aktywow_2,wsk_rotacja_rz_aktywow_trwalych,wsk_rotacja_wartosci_niewaterialnych,wsk_rotacja_zapasow,wsk_rotacja_naleznosci,wsk_rotacja_naleznosci_dostaw_uslug,wsk_cykl_operacyjny,wsk_poziom_kosztow_operacyjnych,wsk_poziom_kosztow_finansowych,wsk_obrotowsci_naleznosci,wsk_rotacja_zobowiazan,wsk_rotacja_zobowiazan_dostaw_uslug,wsk_cykl_konwersji_gotowki,wsk_plynnosc_biez_1,wsk_plynnosc_biez_2,wsk_plynnosc_biez_3,wsk_plynnosc_szybka_1,wsk_plynnosc_szybka_2,wsk_plynnosc_gotowkowa_1,wsk_poziom_kapitalu_obrotowego_netto,wsk_udzial_kapitalu_obrotowego_netto,wsk_udzial_zob_biez_sprzedaz_1,wsk_udzial_zob_biez_sprzedaz_2,wsk_udzial_zob_biez_aktywa_1,wsk_udzial_zob_biez_aktywa_2,wsk_udzial_zapasy_zobowiazania,wsk_udzial_zapasy_kap_obrotowy,wsk_udzial_kap_obrotowego_w_fin,wsk_zysk_ebitda_1,wsk_zysk_ebitda_2,wsk_zysk_ebitda_3,wsk_zysk_CF_operacyjny,wsk_obrotowosc_gotowkowa,wsk_struktura_majatku,wsk_struktury_kapitalu,wsk_zast_kapitalu_wlasnego,wsk_zast_kapitalu_podstawowego,wsk_zast_kapitalu_stalego,wsk_zast_kapitalu_obcego,wsk_sytuacji_fin,wsk_struktura_kap_wlasnego_1,wsk_struktura_kap_wlasnego_2,wsk_struktura_kap_wlasnego_s_1,wsk_struktura_kap_wlasnego_s_2,wsk_zadluzenia,wsk_zob_dlugoterminowe_aktywa_rzeczowe,wsk_zob_oprocentowanych,wsk_zob_oprocentowanych_aktywa_rzeczowe,wsk_struktura_kap_obcego_s,wsk_zob_s_aktywa_rzeczowe,wsk_fin_majatku_kapitalem,default
214,4671,2647,196590.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196590.96,0.0,6799.49,0.0,0.0,189791.47,189791.47,0.0,35977.88,50000.0,30087.42,-44109.54,160613.08,0.0,0.0,0.0,160613.08,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,SFJMA,4848.64,58353.08,0.0,0.1830088219722819,8680355.09,-121577.95,82900.29,0.0,3047.28,-41724.94,0.0,0.0,329.6,0.0,-42054.54,2055.0,-44109.54,8801933.04,2086.32,SFJMA,8763255.379999999,,,2086.32,8805309.92,160613.08,0.0,-0.0047989631907771,-0.0048447948919103,-0.0140061032917951,-0.0138736057239039,-0.0050815363591306,-0.2243721684862824,-0.2243721684862824,-0.6184310306028314,-1.2260183201456007,-1.2260183201456007,5.464217458060341,-417.2494,-0.8821908,-0.2033064999529988,,-0.0050815363591306,-41724.94,-39638.62,-39638.62,-39638.62,-0.0045664744804811,-0.0045232756870769,-0.0045664744804811,-0.0048068240950267,-0.2016299223524825,-0.2016299223524825,-0.2016299223524825,-0.2122424144019644,-0.274632302674228,-0.2597854421321103,241.26922125483765,1.0143951288518085,-56.4342532412123,-0.0143951288518083,-121.26280339805824,,0.0,0.0,1965.9096,1.0,-0.2488478522421711,,-0.2597854421321103,-0.1298927210660551,-2.5019878293304028,,3.797079688360998e-05,0.0,0.0,0.1830088219722819,0.4073809904585643,0.816991178027718,0.816991178027718,359.7788,4.464217458060341,2.779485617273725,0.0,0.0,4.464217458060341,0.0,-1.1688998907106256,-0.2139189920024806,5.464217458060342,1.0571504716363882,-441.0954,-396.3862,-396.3862,-396.3862,-120.26280339805824,-120.26280339805824,-120.26280339805824,-396.3862,-396.3862,-0.3963862,-0.3963862,-0.2467957155170675,-0.2467957155170675,-0.2467957155170675,1276.6185537444735,44.154395960017695,86803.5509,86803.5509,0.0,0.2851282389186224,0.2033217468295989,0.2851282389186224,1.0143951288518085,3.797079688360998e-05,1276.618553744472,6.73511169921506,2.4469645423226574,7.020239938133682,1.2240034248767286,1.2240034248767286,1.2240034248767286,1.2240034248767286,2.405672252845161,1.181668827968432,35977.880000000005,0.1830088219722819,0.0185030541187226,-0.0041447474932733,0.816991178027718,-0.1484218297728441,0.0,0.0,5.291261550498641,1.1127920195001744,1.1127920195001744,1.1127920195001744,,45.73627618775491,0.0,0.2240034248767285,359.7788,500.0,359.7788,0.816991178027718,0.0022400342487672,0.1830088219722819,0.1830088219722819,0.1830088219722819,5.291261550498647,4.464217458060341,0.0,0.5086703885061653,0.5086703885061653,0.816991178027718,-0.1484218297728441,0.1830088219722819,1
214,2849,2066,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJIN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,50.0,50.0,50.0,100.0,50.0,5000.0,1.0,0.0,-50.0,0.0,-1.0,0.0,0.0,50.0,0.0,0.0,0.0,,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.5,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1
214,7022,3163,5937.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5937.59,0.0,0.0,0.0,0.0,5937.59,5937.59,0.0,5937.59,5000.0,1588.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJIN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,59.3759,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.3759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,59.3759,59.3759,59.3759,118.7518,59.3759,5937.59,1.0,0.0,-59.3759,0.0,-1.0,0.0,0.0,59.3759,0.0,0.0,0.0,,0.0,0.0,59.3759,59.3759,50.0,59.3759,0.0,0.593759,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1
214,6312,1947,281108.61,2262.86,0.0,0.0,0.0,0.0,0.0,0.0,278845.75,0.0,111575.06,0.0,0.0,0.0,0.0,0.0,45457.34,18750.0,0.0,0.0,235651.27,10651.97,0.0,172480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,0.0,172480.0,0.1617073913175409,771154.75,1649083.28,10150.46,0.0,18544.1,1640689.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877928.53,2963.96,SFJMI,781305.21,,,2963.96,896472.63,0.0,235651.27,0.0,0.0,2.1384596023042066,2.1106774393581738,0.0,0.0,0.0,5.866356352443279,0.0,0.0,6.184009227112718,16406.896399999998,0.0,0.0105438250361666,,0.0,0.0,2963.96,2963.96,1643653.6,0.0038435346472287,0.00379360071079,2.131418629010584,0.0,0.0105438250361666,0.0105438250361666,5.847041113397416,5.836497288361249,0.0,16406.896399999998,2.765524488000983,1.162506786089303,16.964361531053072,-0.1625067860893031,29.6396,,0.0,0.0,228.36582024517645,1.8382926086824591,29.6396,,16406.896399999998,6.962362816886156,58.19241825125845,,0.0,0.0,0.0,0.1617073913175409,0.1617073913175409,0.838292608682459,0.838292608682459,20.088445595396973,5.184009227112718,3.79432672479296,3.79432672479296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6396,29.6396,16436.536,29.6396,29.6396,16436.536,29.6396,29.6396,9.529531539888682,9.529531539888682,0.0125777382825053,0.0125777382825053,6.9749405551686605,2.743262648554237,2.743262648554237,7711.5475,7711.5475,0.0,52.66559252860726,0.0,52.66559252860726,1.162506786089303,0.0,6.911533365969062,0.0,0.0,52.66559252860726,inf,2788.4575,2788.4575,2788.4575,2788.4575,0.0,278845.75,0.9919502287745652,0.0,-0.3615950624696275,0.0,0.0,0.0,0.0,2.499176339228498,0.0,0.0,0.0,,7711.5475,0.0081150958908285,0.1929008912194701,20.088445595396973,8.285974386395976,124.2271329202867,0.84509543358649,23.77062376274342,0.1617073913175409,0.1617073913175409,0.1617073913175409,0.1617073913175409,5.184009227112718,0.838292608682459,0.6135706764726986,0.6135706764726986,0.838292608682459,0.838292608682459,0.1549045664135099,1
214,6201,2586,1961.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.43,0.0,1961.43,0.0,0.0,0.0,0.0,0.0,1961.43,4054.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.6143,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.6143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7139.6052,0.0,7139.6052,0.0,0.0,0.0,0.0,0.0,7139.6052,inf,19.6143,19.6143,19.6143,19.6143,0.0,1961.43,1.0,0.0,-19.6143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,19.6143,19.6143,40.5493,19.6143,0.0,0.196143,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
215,4120,7089,11523535.71,433597.43,0.0,8207.95,8207.95,82389.48,150000.0,193000.0,11089938.28,150000.0,4199015.08,405590.0,1123728.95,6635184.89,305.23,105738.31,8102987.76,9639000.0,803806.23,-280396.76,3420547.95,0.0,485956.21,0.0,2811141.9,0.0,0.0,970742.97,123449.84,123449.84,116260.16,7189.68,SFJIN,0.0,0.0,0.0,0.7031685381916518,1510983.76,100103.67,103399.28,0.0,479146.92,-275643.97,66679.08,66679.08,71431.87,71431.87,-280396.76,0.0,-280396.76,0.0,0.0,SFJIN,1681062.12,,,0.0,1961458.88,2818331.58,602216.3700000001,-0.1667973816458371,-0.1855723187918313,0.0662506591070178,0.0620073845671718,-0.1855723187918313,-0.0243325284059019,-0.0239984503940067,0.0086868885140114,-0.0346041199005834,-0.0346041199005834,1.4221341622759651,-33.58255959161544,-0.0290898184458968,-0.0243325284059019,,-0.1855723187918313,-208964.89,-208964.89,-208964.89,-275643.97,-0.1382972441742193,-0.124305275524262,-0.1824268250242477,-0.1382972441742193,-0.018133747771412,-0.018133747771412,-0.0239200864159078,-0.0239200864159078,-0.0994903374712211,-0.0978039532168886,0.1826711320788499,1.2981336609468257,1.0294187256903238,-0.2981336609468257,-3.925373366257946,,714.3186999999999,714.3186999999999,27.965461142147447,1.052259687057454,-0.0994903374712211,,-0.0978039532168886,-0.0441816465079267,-0.0,,0.047275074617612,0.047275074617612,0.047275074617612,0.7031685381916518,0.7275010665975538,0.2968314618083481,0.2968314618083481,18.68781316346824,0.4221341622759653,0.0,0.0,0.0599724724254057,0.3478138760017083,0.0136295697176083,-0.0346041199005834,-0.018133747771412,1.9082718220630024,1.0172424958180657,-2.925373366257946,-2.925373366257946,-2.925373366257946,-3.858837378889843,-2.925373366257946,-2.925373366257946,-3.858837378889843,-2.925373366257946,-2.925373366257946,-2756.4397,-2756.4397,-0.061091057062948,-0.061091057062948,-0.0805847408161607,0.131125014172241,0.1311215409944696,184.0878367923781,15109.8376,36.13539830500892,1011.553882696926,368.4169959576534,1047.689281001935,1.2981336609468257,0.047275074617612,0.3598424228569334,678.9435613259008,233.85455915158207,1726.6328423278355,3.934930282404882,3.934930282404882,3.769803631433637,3.8441892525648096,6.289225616951714,2.354295334546831,8271606.699999999,0.7178011079379037,1.8652295640821448,-5.474318731261545,0.2445717747508937,-0.3312224135069738,0.0532229781138811,0.0181343244958685,1.901949417935796,1.3418367075923616,1.3418367075923616,1.0172424958180657,,4950.312092520394,0.0390982726010266,2.368915120748417,18.68781316346824,22.230297813342663,20.076696787617028,0.3084370592186921,60.58874121938105,0.7031685381916518,0.7031685381916518,0.7031685381916518,0.7031871638828836,0.4221341622759653,0.0522596870574543,0.0,0.0,0.2968314618083481,-0.2789627264495194,0.691562940781308,1
214,4941,1752,329346.13,33977.47,0.0,33977.47,33977.47,0.0,0.0,0.0,295368.66,0.0,66268.33,0.0,66268.33,223297.11,223297.11,5803.22,202825.45,5000.0,202724.08,-4898.63,126520.68,0.0,0.0,0.0,124668.83,0.0,0.0,81183.74,1851.85,1851.85,0.0,1851.85,SFJIN,0.0,0.0,0.0,0.6158428216539238,370156.17,64453.46,28034.58,0.0,83072.5,9415.54,2104.22,0.0,2840.39,635.53,8679.37,13578.0,-4898.63,305702.71,8200.08,SFJIN,400294.97,,,8200.08,391615.6,126520.68,-1.4551915228366852e-11,0.0216824358297582,0.0234478598587185,0.174125045653028,0.1618657891977651,-0.0132339547386174,-0.0148738046504448,-0.0133107703436503,0.1957012824167692,-0.0241519493732172,-0.0241519493732172,1.6237909493113414,0.277111274029526,-0.979726,0.0512513992497801,,-0.0132339547386174,11519.76,19719.84,19719.84,17615.620000000003,0.0532743787574849,0.049263272031622,0.0475896970729949,0.0311213507531159,0.0598757301323079,0.0598757301323079,0.0534866464044985,0.0285885855103261,-0.0387180182717955,0.0744189803595744,2.1922451781774352,1.0579739897351976,-18.08139496259709,-0.0579739897351975,5.942652241417552,,6.3553,6.3553,9.693073969309664,1.0,0.1334125772956642,,0.0744189803595744,0.0372094901797872,0.0,,0.0076734908943973,0.0017169239675243,0.0017169239675243,0.6158428216539238,0.6307166263043686,0.3841571783460761,0.3841571783460761,5.969410023759862,0.6237909493113413,0.0,0.0,0.0,0.6237909493113414,-2334913959213138.0,0.0427923123059754,0.0282830103393047,1.5130041601868378,-0.5202707438978539,-6.707944550217929,31.028967948011896,31.028967948011896,27.71799915031549,6.942652241417552,6.942652241417552,6.201831438640469,31.028967948011896,31.028967948011896,176.1562,176.1562,0.1558625830970874,0.1558625830970874,0.1392311517769269,3.490425182618377,1.1239123107352134,10.89416516297417,3701.5617,0.0,65.1662030110156,65.1662030110156,65.1662030110156,1.0579739897351976,0.0076734908943973,5.58571749129637,124.41647945514458,79.83355068753819,189.58268246616012,2.3345484706531767,2.3345484706531767,2.300871222215531,2.2886807121175763,4.099454492340699,1.7649060216875216,168847.97999999998,0.5126763748521957,0.3418035149866609,-0.4561533581893285,0.3841571783460762,-0.2938441389914009,0.0,0.0,2.547943791551711,-0.2484112447159814,-0.2484112447159814,-0.2780844500505801,,1.6576845531050537,0.1150341068683454,1.6031011689156272,5.969410023759862,0.1471563362428103,5.969410023759862,0.4283483562541808,13.93587704167033,0.6158428216539238,0.6158428216539238,0.6158428216539238,1.912563171257971,0.6237909493113413,-4.418426057827627e-17,0.0,0.0,0.3841571783460761,-0.2938441389914009,0.5716516437458193,1
214,4313,2528,882578.93,549520.33,0.0,0.0,0.0,0.0,0.0,0.0,333058.6,100836.02,136103.95,0.0,0.0,0.0,0.0,0.0,419083.02,5000.0,0.0,0.0,463495.91,0.0,0.0,217975.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,0.0,217975.09,0.4748391398829337,1606963.24,3268725.55,43216.96,0.0,17544.32,3294398.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661762.31,95951.87,SFJMI,1650180.2,,,95951.87,1679306.63,0.0,463495.91,0.0,0.0,2.0341010103006463,1.9808294572919976,0.0,0.0,0.0,3.703607053025841,0.0,0.0,2.105976352847701,32943.9819,0.0,0.1087176078404681,,0.0,0.0,95951.87,95951.87,3390350.06,0.0597100590801317,0.0581462982042809,2.109786941983813,0.0,0.1087176078404681,0.1087176078404681,3.841412869441603,3.732695261601135,0.0,32943.9819,4.824866374866165,1.045018696258416,3.834474706228852,-0.045018696258416,959.5187,,0.0,0.0,2.449545115100655,1.525160860117066,959.5187,,32943.9819,7.107717930024453,2.271712786837818,,0.0,0.0,0.0,0.4748391398829337,0.4748391398829337,0.5251608601170662,0.5251608601170662,0.7626342413937626,1.1059763528477005,0.5201238885794036,0.5201238885794036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.5187,959.5187,33903.5006,959.5187,959.5187,33903.5006,959.5187,959.5187,15.553841771552888,15.553841771552888,0.2070177275134962,0.2070177275134962,7.314735657537949,1.8207586714085728,1.8207586714085728,16069.6324,16069.6324,22.84079085716983,30.82947796615436,0.0,53.67026882332418,1.045018696258416,0.0,11.806881725328322,0.0,0.0,53.67026882332418,inf,3330.586,3330.586,2322.2258,3330.586,0.0,333058.6,0.3773697611385306,0.0,-0.2072596259264773,0.0,0.0,1008.3602,0.3027575928079923,1.4056665914155384,0.0,0.0,0.0,,16069.6324,1.6499208547685005,0.904178464055918,0.7626342413937626,0.0090988444412966,1.6060896782472087,1.391634715332377,0.5480132343577068,0.4748391398829337,0.4748391398829337,0.4748391398829337,0.4748391398829337,1.1059763528477005,0.5251608601170662,0.2469751798856108,0.2469751798856108,0.5251608601170662,0.5251608601170662,-0.3916347153323768,1
214,6201,3980,16187.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16187.54,0.0,3036.11,0.0,0.0,0.0,0.0,0.0,7709.08,5000.0,0.0,0.0,8478.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,0.0,0.0,0.4762354255186396,66433.74,178349.98,1.55,0.0,1.63,178349.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111916.24,0.0,SFJMI,66435.29000000001,,,0.0,111917.87,0.0,8478.46,0.0,0.0,2.684629527104751,2.684566892084012,0.0,0.0,0.0,11.017732156955288,0.0,0.0,2.0998017921723475,1783.499,0.0,0.0,,0.0,0.0,0.0,0.0,178349.9,0.0,0.0,2.68462832289737,0.0,0.0,0.0,11.017727214882555,11.017727214882555,0.0,1783.499,4.1040046850849485,1.684654062830122,8.617596392825085,-0.6846540628301222,0.0,,0.0,0.0,246.66,1.5237645744813604,0.0,,1783.499,21.03564798324224,0.0,,0.0,0.0,0.0,0.4762354255186396,0.4762354255186396,0.5237645744813603,0.5237645744813604,77.0908,1.0998017921723473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.499,0.0,0.0,1783.499,0.0,0.0,1783.499,1783.499,0.0,0.0,21.03564798324224,4.1040046850849485,4.1040046850849485,664.3374,664.3374,0.0,16.63528261392479,0.0,16.63528261392479,1.684654062830122,0.0,21.88120325021162,0.0,0.0,16.63528261392479,inf,161.8754,161.8754,161.8754,161.8754,0.0,16187.54,1.0,0.0,-0.2436644391840652,0.0,0.0,0.0,0.0,5.331671118635359,0.0,0.0,0.0,,664.3374,0.0,0.9092547467346666,77.0908,50.0,161.87539999999998,0.5237645744813603,0.0090925474673466,0.4762354255186396,0.4762354255186396,0.4762354255186396,0.4762354255186396,1.0998017921723473,0.5237645744813603,0.0,0.0,0.5237645744813603,0.5237645744813603,0.4762354255186396,1
214,8010,6185,9015.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9015.27,0.0,8977.99,0.0,0.0,0.0,0.0,0.0,4438.31,99478.0,0.0,0.0,4576.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFJMI,0.0,0.0,0.0,0.4923102691322611,5771.0,40533.35,1.01,0.0,1.32,40533.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34762.35,0.0,SFJMI,5772.01,,,0.0,34763.67,0.0,4576.96,0.0,0.0,7.023626754461965,7.022397743593652,0.0,0.0,0.0,4.496077211220518,0.0,0.0,2.0312393681378724,405.3304,0.0,0.0,,0.0,0.0,0.0,0.0,40533.04,0.0,0.0,7.023573037601802,0.0,0.0,0.0,4.496042825117828,4.496042825117828,0.0,405.3304,0.6401361245974885,6.023855484318142,1.3002696972496286,-5.023855484318142,0.0,,0.0,0.0,135.9223,1.5076897308677388,0.0,,405.3304,8.855886876878976,0.0,,0.0,0.0,0.0,0.4923102691322611,0.4923102691322611,0.5076897308677388,0.5076897308677388,44.383100000000006,1.0312393681378722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.3304,0.0,0.0,405.3304,0.0,0.0,405.3304,405.3304,0.0,0.0,8.855886876878976,0.6401361245974885,0.6401361245974885,57.71,57.71,0.0,566.2776572517761,0.0,566.2776572517761,6.023855484318142,0.0,0.6427942111764438,0.0,0.0,566.2776572517761,inf,90.1527,90.1527,90.1527,90.1527,0.0,9015.27,1.0,0.0,-1.5621677352278636,0.0,0.0,0.0,0.0,1.004152377091086,0.0,0.0,0.0,,57.71,0.0,0.9697069670698456,44.383100000000006,994.78,90.1527,0.5076897308677388,0.0096970696706984,0.4923102691322611,0.4923102691322611,0.4923102691322611,0.4923102691322611,1.0312393681378722,0.5076897308677388,0.0,0.0,0.5076897308677388,0.5076897308677388,0.4923102691322611,1
